,path,age,age_bin,age_bin_label,gender,base_name
1852,../raw_data2/face_age/004/1063.png,4,0,Infant/Toddler (1–4),male,1063
1853,../raw_data2/face_age/004/1084.png,4,0,Infant/Toddler (1–4),female,1084
1854,../raw_data2/face_age/004/1112.png,4,0,Infant/Toddler (1–4),male,1112
1855,../raw_data2/face_age/004/1144.png,4,0,Infant/Toddler (1–4),female,1144
1856,../raw_data2/face_age/004/115.png,4,0,Infant/Toddler (1–4),male,115
1857,../raw_data2/face_age/004/1191.png,4,0,Infant/Toddler (1–4),male,1191
1858,../raw_data2/face_age/004/1237.png,4,0,Infant/Toddler (1–4),male,1237
1859,../raw_data2/face_age/004/126.png,4,0,Infant/Toddler (1–4),male,126
1860,../raw_data2/face_age/004/129.png,4,0,Infant/Toddler (1–4),female,129
1861,../raw_data2/face_age/004/1332.png,4,0,Infant/Toddler (1–4),female,1332
1862,../raw_data2/face_age/004/137.png,4,0,Infant/Toddler (1–4),female,137
1863,../raw_data2/face_age/004/1390.png,4,0,Infant/Toddler (1–4),male,1390
1864,../raw_data2/face_age/004/140.png,4,0,Infant/Toddler (1–4),male,140
1865,../raw_data2/face_age/004/1403.png,4,0,Infant/Toddler (1–4),male,1403
1866,../raw_data2/face_age/004/1420.png,4,0,Infant/Toddler (1–4),male,1420
1867,../raw_data2/face_age/004/1424.png,4,0,Infant/Toddler (1–4),male,1424
1868,../raw_data2/face_age/004/1455.png,4,0,Infant/Toddler (1–4),male,1455
1869,../raw_data2/face_age/004/1507.png,4,0,Infant/Toddler (1–4),male,1507
1870,../raw_data2/face_age/004/1552.png,4,0,Infant/Toddler (1–4),male,1552
1871,../raw_data2/face_age/004/1558.png,4,0,Infant/Toddler (1–4),male,1558
1872,../raw_data2/face_age/004/1676.png,4,0,Infant/Toddler (1–4),male,1676
1873,../raw_data2/face_age/004/1678.png,4,0,Infant/Toddler (1–4),male,1678
1874,../raw_data2/face_age/004/1708.png,4,0,Infant/Toddler (1–4),male,1708
1875,../raw_data2/face_age/004/1799.png,4,0,Infant/Toddler (1–4),male,1799
1876,../raw_data2/face_age/004/1815.png,4,0,Infant/Toddler (1–4),male,1815
1877,../raw_data2/face_age/004/1831.png,4,0,Infant/Toddler (1–4),male,1831
1878,../raw_data2/face_age/004/1869.png,4,0,Infant/Toddler (1–4),male,1869
1879,../raw_data2/face_age/004/1913.png,4,0,Infant/Toddler (1–4),male,1913
1880,../raw_data2/face_age/004/1956.png,4,0,Infant/Toddler (1–4),male,1956
1881,../raw_data2/face_age/004/1989.png,4,0,Infant/Toddler (1–4),male,1989
1882,../raw_data2/face_age/004/2002.png,4,0,Infant/Toddler (1–4),female,2002
1883,../raw_data2/face_age/004/21.png,4,0,Infant/Toddler (1–4),male,21
1884,../raw_data2/face_age/004/2156.png,4,0,Infant/Toddler (1–4),female,2156
1885,../raw_data2/face_age/004/2215.png,4,0,Infant/Toddler (1–4),male,2215
1886,../raw_data2/face_age/004/2219.png,4,0,Infant/Toddler (1–4),male,2219
1887,../raw_data2/face_age/004/2257.png,4,0,Infant/Toddler (1–4),female,2257
1888,../raw_data2/face_age/004/2264.png,4,0,Infant/Toddler (1–4),female,2264
1889,../raw_data2/face_age/004/2270.png,4,0,Infant/Toddler (1–4),male,2270
1890,../raw_data2/face_age/004/2411.png,4,0,Infant/Toddler (1–4),female,2411
1891,../raw_data2/face_age/004/2435.png,4,0,Infant/Toddler (1–4),male,2435
1892,../raw_data2/face_age/004/2464.png,4,0,Infant/Toddler (1–4),male,2464
1893,../raw_data2/face_age/004/2497.png,4,0,Infant/Toddler (1–4),female,2497
1894,../raw_data2/face_age/004/2562.png,4,0,Infant/Toddler (1–4),male,2562
1895,../raw_data2/face_age/004/2576.png,4,0,Infant/Toddler (1–4),female,2576
1896,../raw_data2/face_age/004/2643.png,4,0,Infant/Toddler (1–4),male,2643
1897,../raw_data2/face_age/004/2667.png,4,0,Infant/Toddler (1–4),female,2667
1898,../raw_data2/face_age/004/2752.png,4,0,Infant/Toddler (1–4),male,2752
1899,../raw_data2/face_age/004/2765.png,4,0,Infant/Toddler (1–4),male,2765
1900,../raw_data2/face_age/004/2776.png,4,0,Infant/Toddler (1–4),male,2776
1901,../raw_data2/face_age/004/280.png,4,0,Infant/Toddler (1–4),male,280
1902,../raw_data2/face_age/004/2818.png,4,0,Infant/Toddler (1–4),female,2818
1903,../raw_data2/face_age/004/2853.png,4,0,Infant/Toddler (1–4),male,2853
1904,../raw_data2/face_age/004/2874.png,4,0,Infant/Toddler (1–4),male,2874
1905,../raw_data2/face_age/004/2879.png,4,0,Infant/Toddler (1–4),female,2879
1906,../raw_data2/face_age/004/2917.png,4,0,Infant/Toddler (1–4),female,2917
1907,../raw_data2/face_age/004/2926.png,4,0,Infant/Toddler (1–4),female,2926
1908,../raw_data2/face_age/004/2973.png,4,0,Infant/Toddler (1–4),male,2973
1909,../raw_data2/face_age/004/2979.png,4,0,Infant/Toddler (1–4),female,2979
1910,../raw_data2/face_age/004/3007.png,4,0,Infant/Toddler (1–4),male,3007
1911,../raw_data2/face_age/004/3049.png,4,0,Infant/Toddler (1–4),female,3049
1912,../raw_data2/face_age/004/3059.png,4,0,Infant/Toddler (1–4),male,3059
1913,../raw_data2/face_age/004/3109.png,4,0,Infant/Toddler (1–4),male,3109
1914,../raw_data2/face_age/004/3110.png,4,0,Infant/Toddler (1–4),female,3110
1915,../raw_data2/face_age/004/3114.png,4,0,Infant/Toddler (1–4),male,3114
1916,../raw_data2/face_age/004/3146.png,4,0,Infant/Toddler (1–4),male,3146
1917,../raw_data2/face_age/004/3183.png,4,0,Infant/Toddler (1–4),female,3183
1918,../raw_data2/face_age/004/3205.png,4,0,Infant/Toddler (1–4),male,3205
1919,../raw_data2/face_age/004/3230.png,4,0,Infant/Toddler (1–4),male,3230
1920,../raw_data2/face_age/004/3281.png,4,0,Infant/Toddler (1–4),female,3281
1921,../raw_data2/face_age/004/331.png,4,0,Infant/Toddler (1–4),male,331
1922,../raw_data2/face_age/004/3327.png,4,0,Infant/Toddler (1–4),male,3327
1923,../raw_data2/face_age/004/3347.png,4,0,Infant/Toddler (1–4),male,3347
1924,../raw_data2/face_age/004/3377.png,4,0,Infant/Toddler (1–4),male,3377
1925,../raw_data2/face_age/004/3405.png,4,0,Infant/Toddler (1–4),male,3405
1926,../raw_data2/face_age/004/3427.png,4,0,Infant/Toddler (1–4),male,3427
1927,../raw_data2/face_age/004/3465.png,4,0,Infant/Toddler (1–4),female,3465
1928,../raw_data2/face_age/004/3490.png,4,0,Infant/Toddler (1–4),male,3490
1929,../raw_data2/face_age/004/3549.png,4,0,Infant/Toddler (1–4),female,3549
1930,../raw_data2/face_age/004/3608.png,4,0,Infant/Toddler (1–4),female,3608
1931,../raw_data2/face_age/004/3622.png,4,0,Infant/Toddler (1–4),male,3622
1932,../raw_data2/face_age/004/3623.png,4,0,Infant/Toddler (1–4),male,3623
1933,../raw_data2/face_age/004/3669.png,4,0,Infant/Toddler (1–4),male,3669
1934,../raw_data2/face_age/004/370.png,4,0,Infant/Toddler (1–4),male,370
1935,../raw_data2/face_age/004/3714.png,4,0,Infant/Toddler (1–4),female,3714
1936,../raw_data2/face_age/004/3728.png,4,0,Infant/Toddler (1–4),male,3728
1937,../raw_data2/face_age/004/3737.png,4,0,Infant/Toddler (1–4),male,3737
1938,../raw_data2/face_age/004/3755.png,4,0,Infant/Toddler (1–4),male,3755
1939,../raw_data2/face_age/004/3777.png,4,0,Infant/Toddler (1–4),male,3777
1940,../raw_data2/face_age/004/3789.png,4,0,Infant/Toddler (1–4),male,3789
1941,../raw_data2/face_age/004/3808.png,4,0,Infant/Toddler (1–4),male,3808
1942,../raw_data2/face_age/004/3821.png,4,0,Infant/Toddler (1–4),male,3821
1943,../raw_data2/face_age/004/3839.png,4,0,Infant/Toddler (1–4),male,3839
1944,../raw_data2/face_age/004/3857.png,4,0,Infant/Toddler (1–4),female,3857
1945,../raw_data2/face_age/004/3897.png,4,0,Infant/Toddler (1–4),male,3897
1946,../raw_data2/face_age/004/3927.png,4,0,Infant/Toddler (1–4),male,3927
1947,../raw_data2/face_age/004/3939.png,4,0,Infant/Toddler (1–4),male,3939
1948,../raw_data2/face_age/004/3942.png,4,0,Infant/Toddler (1–4),male,3942
1949,../raw_data2/face_age/004/4007.png,4,0,Infant/Toddler (1–4),male,4007
1950,../raw_data2/face_age/004/4012.png,4,0,Infant/Toddler (1–4),male,4012
1951,../raw_data2/face_age/004/4014.png,4,0,Infant/Toddler (1–4),male,4014
1952,../raw_data2/face_age/004/4143.png,4,0,Infant/Toddler (1–4),male,4143
1953,../raw_data2/face_age/004/4153.png,4,0,Infant/Toddler (1–4),male,4153
1954,../raw_data2/face_age/004/4175.png,4,0,Infant/Toddler (1–4),male,4175
1955,../raw_data2/face_age/004/4211.png,4,0,Infant/Toddler (1–4),male,4211
1956,../raw_data2/face_age/004/4254.png,4,0,Infant/Toddler (1–4),male,4254
1957,../raw_data2/face_age/004/4255.png,4,0,Infant/Toddler (1–4),male,4255
1958,../raw_data2/face_age/004/4349.png,4,0,Infant/Toddler (1–4),male,4349
1959,../raw_data2/face_age/004/4358.png,4,0,Infant/Toddler (1–4),male,4358
1960,../raw_data2/face_age/004/436.png,4,0,Infant/Toddler (1–4),male,436
1961,../raw_data2/face_age/004/4374.png,4,0,Infant/Toddler (1–4),male,4374
1962,../raw_data2/face_age/004/4385.png,4,0,Infant/Toddler (1–4),male,4385
1963,../raw_data2/face_age/004/4415.png,4,0,Infant/Toddler (1–4),male,4415
1964,../raw_data2/face_age/004/4439.png,4,0,Infant/Toddler (1–4),male,4439
1965,../raw_data2/face_age/004/4441.png,4,0,Infant/Toddler (1–4),male,4441
1966,../raw_data2/face_age/004/4477.png,4,0,Infant/Toddler (1–4),male,4477
1967,../raw_data2/face_age/004/4574.png,4,0,Infant/Toddler (1–4),female,4574
1968,../raw_data2/face_age/004/4601.png,4,0,Infant/Toddler (1–4),male,4601
1969,../raw_data2/face_age/004/4686.png,4,0,Infant/Toddler (1–4),male,4686
1970,../raw_data2/face_age/004/4727.png,4,0,Infant/Toddler (1–4),male,4727
1971,../raw_data2/face_age/004/4728.png,4,0,Infant/Toddler (1–4),male,4728
1972,../raw_data2/face_age/004/4754.png,4,0,Infant/Toddler (1–4),male,4754
1973,../raw_data2/face_age/004/4772.png,4,0,Infant/Toddler (1–4),male,4772
1974,../raw_data2/face_age/004/4773.png,4,0,Infant/Toddler (1–4),male,4773
1975,../raw_data2/face_age/004/4830.png,4,0,Infant/Toddler (1–4),female,4830
1976,../raw_data2/face_age/004/4884.png,4,0,Infant/Toddler (1–4),male,4884
1977,../raw_data2/face_age/004/4921.png,4,0,Infant/Toddler (1–4),male,4921
1978,../raw_data2/face_age/004/4929.png,4,0,Infant/Toddler (1–4),male,4929
1979,../raw_data2/face_age/004/4950.png,4,0,Infant/Toddler (1–4),female,4950
1980,../raw_data2/face_age/004/4984.png,4,0,Infant/Toddler (1–4),male,4984
1981,../raw_data2/face_age/004/4988.png,4,0,Infant/Toddler (1–4),female,4988
1982,../raw_data2/face_age/004/5132.png,4,0,Infant/Toddler (1–4),male,5132
1983,../raw_data2/face_age/004/5162.png,4,0,Infant/Toddler (1–4),male,5162
1984,../raw_data2/face_age/004/5282.png,4,0,Infant/Toddler (1–4),male,5282
1985,../raw_data2/face_age/004/5287.png,4,0,Infant/Toddler (1–4),female,5287
1986,../raw_data2/face_age/004/5288.png,4,0,Infant/Toddler (1–4),male,5288
1987,../raw_data2/face_age/004/531.png,4,0,Infant/Toddler (1–4),male,531
1988,../raw_data2/face_age/004/5383.png,4,0,Infant/Toddler (1–4),male,5383
1989,../raw_data2/face_age/004/5387.png,4,0,Infant/Toddler (1–4),male,5387
